# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Fri Jul 27 09:27:49 2018
#
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [AU])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [AU]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [AU]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_bmassj:      Planet Mass or M*sin(i)[Jupiter mass]
# COLUMN pl_bmassjerr1:  Planet Mass or M*sin(i)Upper Unc. [Jupiter mass]
# COLUMN pl_bmassjerr2:  Planet Mass or M*sin(i)Lower Unc. [Jupiter mass]
# COLUMN pl_bmassjlim:   Planet Mass or M*sin(i)Limit Flag
# COLUMN st_teff:        Effective Temperature [K]
# COLUMN st_tefferr1:    Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar radii]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar radii]
# COLUMN st_radlim:      Stellar Radius Limit Flag
#
loc_rowid,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim
2809,,,,,,,,,5813.00,100.75,-97.30,0,1.03,0.10,-0.07,0
2810,,,,,,,,,5904.00,207.83,-126.78,0,1.04,0.17,-0.10,0
2811,,,,,,,,,6125.00,113.77,-154.49,0,1.22,0.37,-0.16,0
2812,,,,,,,,,5754.00,89.02,-137.86,0,1.01,0.23,-0.09,0
2813,,,,,,,,,3519.00,19.31,-19.67,0,0.33,0.02,-0.02,0
2814,,,,,,,,,3931.00,48.32,-40.61,0,0.53,0.02,-0.02,0
2815,,,,,,,,,6236.00,57.77,-58.08,0,1.19,0.02,-0.02,0
2816,,,,,,,,,6113.00,66.08,-67.92,0,1.32,0.24,-0.17,0
2817,,,,,,,,,6025.00,95.04,-99.94,0,1.25,0.20,-0.12,0
2818,,,,,,,,,6060.00,69.98,-63.40,0,1.20,0.03,-0.03,0
2819,0.251400,0.009700,-0.009700,0,0.00700,0.00500,-0.00300,0,6018.00,107.00,-107.00,0,0.94,0.50,-0.50,0
2820,0.384000,0.015000,-0.015000,0,0.01300,0.00100,-0.00100,0,6018.00,107.00,-107.00,0,0.94,0.50,-0.50,0
2821,0.509000,0.020000,-0.020000,0,0.02400,0.00300,-0.00300,0,6018.00,107.00,-107.00,0,0.94,0.50,-0.50,0
2822,,,,,,,,,5746.00,66.60,-58.76,0,1.41,0.06,-0.05,0
2823,,,,,,,,,5770.00,52.35,-56.66,0,1.20,0.32,-0.19,0
2824,,,,,,,,,5997.00,75.84,-67.77,0,1.30,0.24,-0.15,0
2825,,,,,,,,,5849.00,61.71,-55.43,0,1.06,0.15,-0.10,0
2826,,,,,,,,,6106.00,72.75,-68.20,0,1.44,0.23,-0.16,0
2827,,,,,,,,,5293.00,49.66,-61.29,0,0.83,0.03,-0.03,0
2828,,,,,,,,,7099.00,172.50,-234.72,0,2.02,0.50,-0.41,0
2829,,,,,,,,,5690.00,85.16,-68.99,0,0.98,0.12,-0.08,0
2830,,,,,,,,,5842.00,57.63,-51.77,0,0.88,0.02,-0.02,0
2831,,,,,,,,,5260.00,74.38,-70.24,0,0.80,0.01,-0.01,0
2832,,,,,8.70000,,,1,4263.00,100.00,-100.00,0,0.56,0.02,-0.02,0
2833,,,,,10.41000,,,1,4263.00,100.00,-100.00,0,0.56,0.02,-0.02,0
2834,0.182000,,,0,,,,,4263.00,100.00,-100.00,0,0.56,0.02,-0.02,0
2835,,,,,,,,,6112.00,68.96,-60.87,0,1.09,0.05,-0.05,0
2836,,,,,,,,,6112.00,68.96,-60.87,0,1.09,0.05,-0.05,0
2837,,,,,,,,,6406.00,90.67,-86.67,0,1.46,0.14,-0.11,0
2838,,,,,,,,,6392.00,72.53,-64.51,0,1.98,0.43,-0.35,0
2839,,,,,,,,,5515.00,51.74,-48.73,0,0.86,0.02,-0.03,0
2840,,,,,,,,,6014.00,75.23,-86.17,0,1.10,0.08,-0.06,0
2841,,,,,,,,,6014.00,75.23,-86.17,0,1.10,0.08,-0.06,0
2842,,,,,,,,,5573.00,77.72,-79.46,0,1.15,0.16,-0.18,0
2843,,,,,,,,,5894.00,80.86,-84.44,0,1.14,0.07,-0.06,0
2844,,,,,,,,,6388.00,115.33,-136.67,0,1.45,0.69,-0.24,0
2845,,,,,,,,,5807.00,96.43,-81.11,0,1.06,0.15,-0.10,0
2846,,,,,,,,,6087.00,70.08,-64.04,0,1.14,0.15,-0.10,0
2847,,,,,,,,,6087.00,70.08,-64.04,0,1.14,0.15,-0.10,0
2848,,,,,18.41000,,,1,5858.00,,,0,0.89,,,0
2849,,,,,15.74000,,,1,5858.00,,,0,0.89,,,0
2850,0.091000,,,0,,,,,5858.00,,,0,0.89,,,0
2851,,,,,,,,,5697.00,56.57,-50.16,0,0.89,0.03,-0.03,0
2852,,,,,,,,,4893.00,47.74,-49.34,0,0.75,0.02,-0.02,0
2853,,,,,,,,,5192.00,82.80,-82.15,0,0.79,0.02,-0.02,0
2854,,,,,,,,,4758.00,53.50,-40.01,0,0.72,0.01,-0.02,0
2855,,,,,,,,,5884.00,73.37,-76.49,0,0.98,0.03,-0.03,0
2856,,,,,,,,,6123.00,74.81,-69.56,0,1.27,0.18,-0.11,0
2857,,,,,,,,,5524.00,91.48,-143.16,0,0.89,0.11,-0.06,0
2858,,,,,,,,,5763.00,62.32,-50.52,0,0.99,0.03,-0.03,0
2859,,,,,,,,,5650.00,69.81,-58.60,0,0.90,0.04,-0.04,0
2860,0.498800,0.006700,-0.006700,0,0.97000,0.29000,-0.29000,0,5820.00,80.00,-80.00,0,0.95,0.02,-0.02,0
2861,2.420000,0.500000,-0.510000,0,2.40000,1.20000,-1.20000,0,5820.00,80.00,-80.00,0,0.95,0.02,-0.02,0
2862,,,,,0.92000,,,1,4252.00,100.00,-100.00,0,0.55,0.02,-0.02,0
2863,,,,,0.37000,,,1,4252.00,100.00,-100.00,0,0.55,0.02,-0.02,0
2864,0.126000,,,0,,,,,4252.00,100.00,-100.00,0,0.55,0.02,-0.02,0
2865,,,,,,,,,5946.00,77.07,-63.84,0,1.08,0.15,-0.10,0
2866,,,,,,,,,6166.00,102.75,-99.75,0,2.06,0.32,-0.33,0
2867,,,,,,,,,5526.00,76.12,-59.55,0,0.90,0.06,-0.04,0
2868,,,,,,,,,4671.00,85.64,-76.72,0,0.67,0.03,-0.03,0
2869,,,,,,,,,6206.00,68.10,-58.72,0,1.22,0.11,-0.08,0
2870,,,,,,,,,5882.00,77.41,-64.41,0,1.07,0.12,-0.08,0
2871,,,,,,,,,5967.00,92.74,-130.13,0,1.15,0.32,-0.13,0
2872,,,,,,,,,4828.00,40.10,-46.81,0,0.73,0.02,-0.04,0
2873,,,,,,,,,5535.00,265.27,-230.38,0,0.90,0.16,-0.08,0
2874,,,,,,,,,5360.00,66.88,-72.90,0,0.84,0.07,-0.05,0
2875,,,,,,,,,5360.00,66.88,-72.90,0,0.84,0.07,-0.05,0
2876,,,,,1.49000,,,1,4503.00,100.00,-100.00,0,0.62,0.03,-0.03,0
2877,,,,,1.11000,,,1,4503.00,100.00,-100.00,0,0.62,0.03,-0.03,0
2878,0.029000,,,0,,,,,4503.00,100.00,-100.00,0,0.62,0.03,-0.03,0
2879,0.048000,,,0,,,,,4503.00,100.00,-100.00,0,0.62,0.03,-0.03,0
2880,0.081000,,,0,,,,,4503.00,100.00,-100.00,0,0.62,0.03,-0.03,0
2881,,,,,,,,,5322.00,98.03,-122.84,0,0.83,0.06,-0.05,0
2882,,,,,,,,,4286.00,37.81,-34.92,0,0.63,0.02,-0.02,0
2883,,,,,,,,,5863.00,103.85,-100.72,0,1.04,0.22,-0.10,0
2884,,,,,,,,,5266.00,88.28,-74.44,0,0.85,0.02,-0.02,0
2885,,,,,,,,,5266.00,88.28,-74.44,0,0.85,0.02,-0.02,0
2886,,,,,,,,,5447.00,76.54,-66.56,0,0.92,0.06,-0.04,0
2887,,,,,,,,,5894.00,117.98,-162.81,0,1.04,0.21,-0.10,0
2888,,,,,,,,,5740.00,57.53,-49.06,0,0.98,0.08,-0.05,0
2889,,,,,,,,,6068.00,151.79,-199.33,0,1.16,0.35,-0.16,0
2890,,,,,,,,,5242.00,93.27,-66.35,0,0.81,0.05,-0.05,0
2891,,,,,,,,,5630.00,200.63,-197.22,0,0.95,0.17,-0.09,0
2892,0.102800,0.003700,-0.003700,0,0.07000,0.01200,-0.01100,0,4840.00,97.00,-97.00,0,4.23,0.15,-0.15,0
2893,0.165200,0.005900,-0.005900,0,0.57000,0.06600,-0.06000,0,4840.00,97.00,-97.00,0,4.23,0.15,-0.15,0
2894,2.160000,0.080000,-0.080000,0,5.61000,0.38000,-0.38000,0,4840.00,97.00,-97.00,0,4.23,0.15,-0.15,0
2895,,,,,,,,,3556.00,30.41,-23.60,0,0.33,0.02,-0.02,0
2896,,,,,,,,,5646.00,175.40,-189.65,0,0.94,0.16,-0.08,0
2897,,,,,,,,,5646.00,175.40,-189.65,0,0.94,0.16,-0.08,0
2898,,,,,,,,,5575.00,83.81,-85.33,0,0.90,0.11,-0.06,0
2899,,,,,,,,,5066.00,80.00,-61.96,0,0.77,0.04,-0.05,0
2900,,,,,,,,,5626.00,144.83,-126.35,0,0.92,0.13,-0.07,0
2901,,,,,,,,,5735.00,80.65,-75.30,0,0.95,0.13,-0.07,0
2902,,,,,,,,,5132.00,59.73,-80.24,0,0.79,0.04,-0.04,0
2903,,,,,,,,,5148.00,106.09,-92.59,0,0.79,0.04,-0.04,0
2904,,,,,,,,,3768.00,40.66,-39.79,0,0.53,0.02,-0.02,0
2905,,,,,,,,,5616.00,66.28,-55.02,0,0.93,0.07,-0.05,0
2906,,,,,18.86000,,,1,5145.00,,,0,0.73,,,0
2907,,,,,6.95000,,,1,5145.00,,,0,0.73,,,0
2908,,,,,,,,,5496.00,71.37,-88.25,0,0.90,0.12,-0.06,0
2909,,,,,,,,,5527.00,75.23,-79.46,0,0.90,0.11,-0.05,0
2910,,,,,,,,,5212.00,89.47,-77.65,0,0.79,0.05,-0.05,0
2911,,,,,,,,,5746.00,59.48,-51.43,0,1.02,0.13,-0.08,0
2912,,,,,,,,,5612.00,116.01,-108.40,0,0.91,0.12,-0.06,0
2913,,,,,,,,,5710.00,114.70,-145.72,0,0.95,0.12,-0.08,0
2914,,,,,,,,,5672.00,95.54,-141.61,0,0.97,0.24,-0.08,0
2915,,,,,,,,,4984.00,52.11,-41.61,0,0.73,0.03,-0.04,0
2916,,,,,,,,,5334.00,117.14,-106.87,0,0.83,0.07,-0.05,0
2917,,,,,,,,,5636.00,135.41,-185.60,0,0.96,0.16,-0.08,0
2918,,,,,1.39000,,,1,6099.00,200.00,-200.00,0,1.13,0.53,-0.53,0
2919,,,,,2.19000,,,1,6099.00,200.00,-200.00,0,1.13,0.53,-0.53,0
2920,0.236000,,,0,,,,,6099.00,200.00,-200.00,0,1.13,0.53,-0.53,0
2921,,,,,,,,,4298.00,49.14,-38.09,0,0.64,0.02,-0.02,0
2922,,,,,,,,,5772.00,199.71,-191.78,0,1.00,0.21,-0.11,0
2923,,,,,,,,,5564.00,218.22,-211.72,0,0.91,0.13,-0.08,0
2924,,,,,,,,,5523.00,76.28,-106.08,0,0.91,0.11,-0.06,0
2925,,,,,,,,,6195.00,110.21,-104.28,0,1.24,0.46,-0.15,0
2926,,,,,,,,,5593.00,85.61,-77.08,0,0.93,0.18,-0.06,0
2927,,,,,,,,,5575.00,149.33,-103.88,0,0.92,0.12,-0.07,0
2928,,,,,,,,,5549.00,77.03,-70.06,0,0.89,0.12,-0.06,0
2929,,,,,,,,,5835.00,73.84,-83.13,0,1.00,0.19,-0.08,0
2930,,,,,,,,,5296.00,61.13,-62.17,0,0.83,0.06,-0.04,0
2931,,,,,2.05000,,,1,6074.00,,,0,0.94,,,0
2932,,,,,1.37000,,,1,6074.00,,,0,0.94,,,0
2933,,,,,,,,,6000.00,107.67,-147.47,0,1.15,0.31,-0.14,0
2934,,,,,,,,,5677.00,66.16,-71.43,0,0.94,0.13,-0.06,0
2935,,,,,,,,,5913.00,83.30,-74.23,0,1.04,0.25,-0.10,0
2936,,,,,,,,,5967.00,96.47,-113.06,0,1.10,0.26,-0.11,0
2937,,,,,,,,,5485.00,80.49,-94.00,0,0.87,0.08,-0.06,0
2938,,,,,,,,,5247.00,59.03,-79.67,0,0.83,0.06,-0.04,0
2939,,,,,,,,,6267.00,109.70,-108.73,0,1.32,0.62,-0.18,0
2940,,,,,,,,,5683.00,69.29,-59.31,0,0.95,0.06,-0.05,0
2941,,,,,,,,,5307.00,87.96,-72.88,0,0.86,0.06,-0.04,0
2942,,,,,,,,,5127.00,78.75,-90.28,0,0.79,0.04,-0.04,0
2943,0.048520,0.000740,-0.001330,0,0.66800,0.03800,-0.03500,0,5647.00,44.00,-44.00,0,1.39,0.02,-0.03,0
2944,,,,,0.01318,0.00176,-0.00164,0,5905.00,144.00,-144.00,0,1.26,0.09,-0.09,0
2945,,,,,0.01211,0.00255,-0.00255,0,5905.00,144.00,-144.00,0,1.26,0.09,-0.09,0
2946,,,,,0.01309,0.00264,-0.00236,0,5905.00,144.00,-144.00,0,1.26,0.09,-0.09,0
2947,,,,,,,,,5279.00,104.56,-92.37,0,0.81,0.06,-0.06,0
2948,,,,,,,,,5160.00,61.57,-46.75,0,0.79,0.02,-0.02,0
2949,,,,,,,,,6062.00,218.54,-238.63,0,1.13,0.35,-0.17,0
2950,,,,,,,,,5808.00,90.04,-142.55,0,1.01,0.23,-0.10,0
2951,,,,,,,,,5808.00,90.04,-142.55,0,1.01,0.23,-0.10,0
2952,,,,,,,,,5808.00,90.04,-142.55,0,1.01,0.23,-0.10,0
2953,,,,,,,,,5890.00,174.40,-159.73,0,1.03,0.19,-0.11,0
2954,,,,,,,,,5462.00,67.28,-73.73,0,0.88,0.10,-0.05,0
2955,,,,,,,,,5462.00,67.28,-73.73,0,0.88,0.10,-0.05,0
2956,,,,,,,,,6161.00,194.78,-227.56,0,1.22,0.45,-0.18,0
2957,,,,,,,,,5196.00,94.48,-118.36,0,0.80,0.05,-0.04,0
2958,,,,,,,,,5820.00,226.58,-187.94,0,1.01,0.20,-0.11,0
2959,,,,,,,,,5971.00,125.14,-171.10,0,1.14,0.35,-0.14,0
2960,,,,,,,,,4017.00,68.00,-150.00,0,0.62,0.02,-0.05,0
2961,,,,,,,,,5943.00,91.96,-127.26,0,1.13,0.31,-0.12,0
2962,,,,,,,,,5943.00,91.96,-127.26,0,1.13,0.31,-0.12,0
2963,,,,,,,,,5761.00,64.93,-69.42,0,1.01,0.24,-0.09,0
2964,,,,,,,,,5693.00,92.70,-129.13,0,0.96,0.17,-0.08,0
2965,,,,,,,,,5723.00,68.68,-67.42,0,0.96,0.17,-0.07,0
2966,,,,,,,,,5268.00,186.36,-125.95,0,0.81,0.07,-0.05,0
2967,,,,,,,,,4655.00,41.24,-43.29,0,0.69,0.03,-0.04,0
2968,,,,,,,,,5753.00,133.18,-101.52,0,0.97,0.13,-0.08,0
2969,,,,,,,,,5753.00,133.18,-101.52,0,0.97,0.13,-0.08,0
2970,,,,,,,,,3712.00,33.92,-33.35,0,0.48,0.02,-0.03,0
2971,,,,,,,,,5860.00,67.09,-79.66,0,1.08,0.33,-0.11,0
2972,,,,,,,,,5980.00,106.44,-113.14,0,1.11,0.23,-0.11,0
2973,,,,,,,,,5980.00,106.44,-113.14,0,1.11,0.23,-0.11,0
2974,0.055300,0.000500,-0.000500,0,0.03000,,,1,4925.00,70.00,-70.00,0,0.64,0.02,-0.02,0
2975,0.092900,0.000900,-0.000900,0,0.01300,,,1,4925.00,70.00,-70.00,0,0.64,0.02,-0.02,0
2976,0.120000,0.001000,-0.001000,0,0.04400,,,1,4925.00,70.00,-70.00,0,0.64,0.02,-0.02,0
2977,0.427000,0.004000,-0.004000,0,0.11300,,,1,4925.00,70.00,-70.00,0,0.64,0.02,-0.02,0
2978,0.718000,0.007000,-0.007000,0,0.11000,,,1,4925.00,70.00,-70.00,0,0.64,0.02,-0.02,0
2979,,,,,,,,,6155.00,120.88,-147.72,0,1.22,0.45,-0.16,0
2980,,,,,,,,,4521.00,73.87,-51.47,0,0.68,0.02,-0.02,0
2981,,,,,,,,,4201.00,46.67,-36.96,0,0.61,0.02,-0.02,0
2982,,,,,,,,,5443.00,103.28,-85.59,0,0.86,0.10,-0.06,0
2983,,,,,,,,,6117.00,70.67,-63.28,0,1.18,0.17,-0.11,0
2984,,,,,,,,,5789.00,46.81,-43.94,0,0.96,0.03,-0.02,0
2985,,,,,,,,,5789.00,46.81,-43.94,0,0.96,0.03,-0.02,0
2986,,,,,,,,,5813.00,93.83,-94.62,0,1.05,0.12,-0.09,0
2987,,,,,,,,,6424.00,160.13,-213.39,0,1.49,0.64,-0.27,0
2988,,,,,,,,,5721.00,47.04,-51.36,0,1.28,0.25,-0.21,0
2989,,,,,,,,,5444.00,71.98,-60.20,0,0.84,0.02,-0.02,0
2990,0.080000,0.002000,-0.002000,0,0.37800,,,1,5576.00,50.00,-50.00,0,0.90,0.03,-0.02,0
2991,,,,,,,,,5829.00,97.42,-98.87,0,1.04,0.11,-0.08,0
2992,,,,,,,,,6185.00,85.62,-75.47,0,1.33,0.14,-0.10,0
2993,,,,,,,,,5322.00,89.61,-82.67,0,0.84,0.02,-0.02,0
2994,,,,,,,,,5899.00,86.22,-91.57,0,1.15,0.21,-0.14,0
2995,,,,,,,,,6075.00,86.22,-77.53,0,1.24,0.19,-0.16,0
2996,,,,,,,,,6174.00,70.40,-82.75,0,1.51,0.20,-0.15,0
2997,,,,,,,,,5203.00,56.47,-72.86,0,0.80,0.02,-0.02,0
2998,,,,,,,,,6096.00,46.96,-44.44,0,2.56,0.27,-0.30,0
2999,,,,,,,,,5382.00,50.10,-59.39,0,0.93,0.29,-0.09,0
3000,,,,,,,,,5896.00,76.96,-59.62,0,1.29,0.26,-0.18,0
3001,,,,,,,,,5653.00,72.44,-62.83,0,0.94,0.03,-0.03,0
3002,,,,,,,,,5713.00,81.57,-83.52,0,1.13,0.19,-0.14,0
3003,,,,,,,,,6570.00,133.26,-201.09,0,1.66,0.74,-0.32,0
3004,,,,,,,,,4908.00,45.26,-47.77,0,2.52,0.08,-0.07,0
3005,,,,,,,,,6747.00,156.03,-238.58,0,1.81,0.67,-0.35,0
3006,,,,,,,,,6170.00,144.24,-162.10,0,1.21,0.36,-0.16,0
3007,,,,,,,,,5634.00,117.96,-139.42,0,0.91,0.13,-0.08,0
3008,,,,,,,,,6020.00,81.21,-72.51,0,1.07,0.13,-0.09,0
3009,,,,,,,,,5741.00,54.98,-51.62,0,0.98,0.03,-0.03,0
3010,,,,,,,,,5871.00,62.24,-54.67,0,0.94,0.06,-0.05,0
3011,0.035000,0.002000,-0.001000,0,,,,,6211.00,66.00,-66.00,0,1.41,0.03,-0.03,0
3012,0.068000,0.004000,-0.002000,0,,,,,6211.00,66.00,-66.00,0,1.41,0.03,-0.03,0
3013,0.084000,0.006000,-0.002000,0,,,,,6211.00,66.00,-66.00,0,1.41,0.03,-0.03,0
3014,,,,,,,,,5849.00,64.94,-77.61,0,1.35,0.23,-0.21,0
3015,,,,,,,,,5522.00,64.16,-54.30,0,0.87,0.04,-0.03,0
3016,,,,,,,,,5490.00,43.22,-40.88,0,0.88,0.02,-0.01,0
3017,,,,,,,,,5665.00,54.97,-60.88,0,1.19,0.17,-0.16,0
3018,,,,,,,,,5665.00,54.97,-60.88,0,1.19,0.17,-0.16,0
3019,,,,,,,,,5865.00,93.80,-89.45,0,1.11,0.17,-0.11,0
3020,,,,,,,,,6170.00,72.99,-62.57,0,1.24,0.18,-0.12,0
3021,,,,,,,,,5281.00,63.29,-58.78,0,0.82,0.05,-0.05,0
3022,,,,,,,,,5808.00,88.65,-121.47,0,1.01,0.20,-0.09,0
3023,,,,,,,,,4103.00,39.35,-37.36,0,0.60,0.02,-0.02,0
3024,,,,,,,,,4870.00,49.22,-56.10,0,0.74,0.03,-0.04,0
3025,0.135200,0.001700,-0.001700,0,,,,,5962.00,79.00,-79.00,0,0.97,0.04,-0.04,0
3026,,,,,,,,,4779.00,44.67,-49.24,0,0.71,0.03,-0.04,0
3027,,,,,,,,,4483.00,56.76,-57.11,0,0.67,0.03,-0.04,0
3028,,,,,,,,,4897.00,52.49,-59.98,0,0.74,0.03,-0.04,0
3029,,,,,,,,,5264.00,90.56,-127.67,0,0.82,0.06,-0.04,0
3030,,,,,,,,,5754.00,73.56,-86.08,0,1.02,0.26,-0.10,0
3031,,,,,,,,,4913.00,93.83,-86.97,0,0.74,0.03,-0.04,0
3032,,,,,,,,,5887.00,164.92,-179.03,0,1.05,0.25,-0.12,0
3033,,,,,,,,,5327.00,53.04,-70.39,0,0.87,0.07,-0.05,0
3034,,,,,,,,,5352.00,60.59,-60.88,0,0.82,0.06,-0.05,0
3035,,,,,,,,,6038.00,97.84,-109.18,0,1.20,0.32,-0.13,0
3036,0.117100,0.001500,-0.001500,0,,,,,5331.00,63.00,-63.00,0,0.78,0.03,-0.03,0
3037,,,,,,,,,5709.00,89.42,-134.39,0,0.99,0.22,-0.09,0
3038,,,,,,,,,5624.00,74.83,-91.38,0,0.95,0.17,-0.07,0
3039,,,,,,,,,5627.00,75.47,-79.72,0,0.92,0.11,-0.06,0
3040,,,,,,,,,5355.00,60.40,-71.68,0,0.84,0.07,-0.05,0
3041,,,,,,,,,4192.00,40.95,-42.83,0,0.57,0.03,-0.02,0
3042,,,,,,,,,4945.00,69.87,-70.99,0,0.75,0.03,-0.04,0
3043,,,,,,,,,3701.00,39.31,-40.14,0,0.49,0.02,-0.03,0
3044,,,,,,,,,5723.00,68.82,-87.95,0,0.99,0.21,-0.08,0
3045,,,,,,,,,5520.00,72.95,-108.11,0,0.91,0.12,-0.06,0
3046,,,,,,,,,5403.00,97.13,-105.75,0,0.84,0.07,-0.06,0
3047,,,,0,0.02000,0.01000,-0.01000,0,5793.00,74.00,-74.00,0,1.28,0.06,-0.06,0
3048,,,,,0.02265,,,1,5793.00,74.00,-74.00,0,1.28,0.06,-0.06,0
3049,,,,,0.84007,0.05034,-0.05034,0,5793.00,74.00,-74.00,0,1.28,0.06,-0.06,0
3050,,,,,,,,,5890.00,77.37,-99.20,0,1.11,0.38,-0.11,0
3051,,,,,,,,,5021.00,63.80,-62.09,0,0.76,0.03,-0.04,0
3052,,,,,,,,,5559.00,84.63,-82.16,0,0.89,0.09,-0.06,0
3053,,,,,,,,,5703.00,140.91,-149.37,0,0.95,0.16,-0.08,0
3054,,,,,,,,,5493.00,123.67,-118.74,0,0.86,0.08,-0.07,0
3055,,,,,,,,,5963.00,94.44,-126.15,0,1.16,0.34,-0.13,0
3056,,,,,,,,,5649.00,155.14,-112.79,0,0.92,0.15,-0.08,0
3057,,,,,,,,,4841.00,93.00,-63.99,0,0.73,0.03,-0.04,0
3058,,,,,,,,,5715.00,152.52,-199.21,0,0.96,0.17,-0.09,0
3059,,,,,,,,,5518.00,122.70,-162.69,0,0.88,0.10,-0.07,0
3060,0.094000,0.023000,-0.016000,0,,,,,5638.00,168.00,-168.00,0,0.93,0.18,-0.12,0
3061,0.640000,0.150000,-0.110000,0,,,,,5638.00,168.00,-168.00,0,0.93,0.18,-0.12,0
3062,,,,,,,,,5913.00,87.61,-115.89,0,1.16,0.36,-0.14,0
3063,,,,,,,,,3715.00,37.37,-36.77,0,0.50,0.02,-0.02,0
3064,,,,,,,,,5440.00,157.76,-162.00,0,0.86,0.10,-0.06,0
3065,,,,,,,,,4881.00,78.78,-77.41,0,0.72,0.04,-0.04,0
3066,,,,,,,,,5700.00,110.52,-116.69,0,0.95,0.14,-0.07,0
3067,,,,,,,,,5181.00,199.46,-197.86,0,0.80,0.06,-0.05,0
3068,,,,,,,,,5903.00,106.82,-160.15,0,1.08,0.29,-0.12,0
3069,,,,,,,,,5513.00,113.01,-134.25,0,0.88,0.12,-0.07,0
3070,,,,,,,,,5612.00,128.36,-116.05,0,0.91,0.11,-0.07,0
3071,,,,,,,,,5330.00,112.77,-71.24,0,0.78,0.08,-0.07,0
3072,0.060670,0.000590,-0.000590,0,0.44100,0.04300,-0.04200,0,5933.00,44.00,-44.00,0,1.97,0.01,-0.01,0
3073,,,,,,,,,5692.00,77.65,-115.63,0,0.96,0.15,-0.07,0
3074,,,,,,,,,5343.00,73.58,-88.55,0,0.84,0.07,-0.05,0
3075,,,,,,,,,5419.00,122.25,-143.80,0,0.86,0.08,-0.05,0
3076,,,,,,,,,6185.00,197.61,-248.39,0,1.27,0.57,-0.21,0
3077,,,,,,,,,5616.00,77.94,-102.76,0,0.96,0.22,-0.08,0
3078,,,,,,,,,3722.00,29.96,-32.88,0,0.51,0.01,-0.02,0
3079,,,,,,,,,5394.00,78.15,-107.67,0,0.84,0.08,-0.06,0
3080,,,,,,,,,5099.00,81.84,-69.76,0,0.76,0.04,-0.06,0
3081,,,,,,,,,5692.00,138.46,-151.78,0,0.96,0.21,-0.09,0
3082,,,,,,,,,5071.00,83.59,-83.42,0,0.77,0.04,-0.05,0
3083,,,,,,,,,5611.00,156.89,-127.02,0,0.91,0.12,-0.07,0
3084,,,,,,,,,5222.00,236.98,-219.60,0,0.80,0.08,-0.06,0
3085,,,,,,,,,5148.00,83.48,-78.09,0,0.78,0.02,-0.02,0
3086,,,,,,,,,5148.00,83.48,-78.09,0,0.78,0.02,-0.02,0
3087,,,,,,,,,5785.00,265.49,-233.97,0,0.99,0.20,-0.12,0
3088,,,,,,,,,5995.00,106.70,-117.06,0,1.12,0.29,-0.12,0
3089,,,,,,,,,5871.00,99.55,-97.10,0,1.04,0.23,-0.10,0
3090,,,,,,,,,5099.00,52.72,-72.75,0,0.78,0.04,-0.04,0
3091,,,,,,,,,5485.00,120.85,-81.84,0,0.85,0.09,-0.06,0
3092,,,,,,,,,6191.00,307.31,-307.12,0,1.30,0.55,-0.24,0
3093,,,,,,,,,5777.00,199.43,-220.79,0,0.98,0.21,-0.10,0
3094,,,,,,,,,5618.00,328.49,-250.53,0,0.92,0.18,-0.09,0
3095,,,,,,,,,5075.00,53.60,-56.09,0,0.78,0.04,-0.04,0
3096,,,,,,,,,5863.00,103.52,-131.89,0,1.05,0.28,-0.11,0
3097,,,,,,,,,5863.00,103.52,-131.89,0,1.05,0.28,-0.11,0
3098,,,,,,,,,5539.00,75.49,-85.21,0,0.89,0.12,-0.06,0
3099,,,,,,,,,5437.00,176.17,-122.72,0,0.86,0.10,-0.06,0
3100,,,,,,,,,5363.00,59.19,-62.84,0,0.84,0.07,-0.05,0
3101,,,,,,,,,5452.00,122.89,-94.31,0,0.85,0.08,-0.07,0
3102,,,,,,,,,5441.00,107.87,-157.44,0,0.86,0.10,-0.06,0
3103,,,,,,,,,5660.00,133.10,-108.40,0,0.93,0.12,-0.07,0
3104,,,,,,,,,5633.00,71.02,-56.34,0,0.91,0.11,-0.06,0
3105,,,,,,,,,5726.00,64.76,-67.38,0,1.01,0.28,-0.09,0
3106,,,,,,,,,5849.00,200.38,-139.51,0,1.06,0.24,-0.12,0
3107,,,,,,,,,3631.00,35.05,-37.03,0,0.46,0.03,-0.03,0
3108,,,,,,,,,3631.00,35.05,-37.03,0,0.46,0.03,-0.03,0
